(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(3)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1071)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1072)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1084)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1087)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1092)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1093)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1096)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1098)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1100)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1101)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1104)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1105)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1117)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1126)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1127)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1133)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1135)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1136)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1144)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1145)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1146)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1150)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1155)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1160)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1175)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1179)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1187)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1197)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1198)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1199)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1202)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1204)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1207)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1208)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1211)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1212)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1213)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1215)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1217)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1218)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1219)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1221)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1224)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1225)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1230)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1231)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1235)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1239)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1242)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1243)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1245)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1246)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1254)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1257)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1260)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1261)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1268)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1275)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1279)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1281)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1282)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1284)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1287)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1291)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1295)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1296)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1305)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1316)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1317)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1319)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1320)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1325)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1332)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1336)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1341)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1342)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1344)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1349)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1357)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1358)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1361)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1364)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1366)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1369)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1373)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1374)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1375)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1376)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1377)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1384)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1385)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1387)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1388)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1390)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1391)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1392)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1394)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1396)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1397)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1398)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1400)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1403)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1406)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1407)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1409)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1410)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1413)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1415)), {C=0.0008072886633606274, S=0.0006808676198813345}
