(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(696)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(699)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(701)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(704)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(706)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(707)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(708)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(709)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(714)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(715)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(718)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(722)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(724)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(729)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(732)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(733)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(735)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(739)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(748)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(750)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(754)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(755)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(758)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(759)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(760)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(763)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(765)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(766)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(772)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(774)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(776)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(778)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(779)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(781)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(782)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(784)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(789)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(795)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(797)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(801)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(803)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(805)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(807)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(808)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(809)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(811)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(813)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(814)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(815)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(818)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(824)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(826)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(827)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(830)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(831)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(832)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(833)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(834)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(836)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(837)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(838)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(839)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(840)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(842)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(847)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(848)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(849)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(851)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(853)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(854)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(855)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(857)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(858)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(859)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(860)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(862)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(863)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(864)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(867)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(869)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(873)), {C=0.0012415933781686496, S=0.0011672016340822876}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(875)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(876)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(878)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(879)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(881)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(882)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(888)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(889)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(891)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(892)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(895)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(896)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(897)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(898)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(899)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(900)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(901)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(902)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(905)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(907)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(909)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(910)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(911)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(912)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(913)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(915)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(916)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(917)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(920)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(922)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(923)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(925)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(926)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(927)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(928)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(929)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(933)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(937)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(938)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(939)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(940)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(941)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(943)), {C=0.0006207966890843248, S=0.0005836008170411438}
